sNo,Company Name,Full Company Name,sc Performance,sc Valuation,sc Growth,sc Profitability,sc Entry Point,sc Red Flags,Income Statements,2019 Total Revenue,2019 EBITDA,2019 Net Income,2019 PBT,2020 Total Revenue,2020 EBITDA,2020 Net Income,2020 PBT,2021 Total Revenue,2021 EBITDA,2021 Net Income,2021 PBT,2022 Total Revenue,2022 EBITDA,2022 Net Income,2022 PBT,PE Ratio,Entry_point_Sentiment,Growth_Sentiment,Profitability_Sentiment,RedFlag_Sentiment,Performance_Sentiment,Valuation_Sentiment,Sentiment,News Sentiment Score,Avg Sentiment,Final_Sentiment
28,BANDHANBNK,Bandhan Bank Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Good The stock is underpriced and is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 31.04%, vs industry avg of 10.26%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 1.07% to 2.56%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of -35.33%, vs industry avg of 17.6%",0.026679753,0.332775915,0.899746734,0.794109574,0.03832469,0.436782087,1.358304403,1.141225271,0.038829803,0.138509762,0.994816042,0.946745104,0.046068495,0.035746129,0.637910341,0.504782067,0.511871381,2,0,2,2,0,0,1,0.99441678,0.996091746,1
29,BANKINDIA,Bank of India Ltd," Avg Price return has been average, nothing exciting", Avg Can be considered moderately valued vs the market, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Good The stock is underpriced and is not in the overbought zone, Low No red flag found,"Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of -0.01%, vs industry avg of 8.25%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 8.09% to 5.31%",0.158792518,0.122327448,0.684058273,0.526202003,0.151878138,0.2960898,1.251006737,0.989668206,0.132979432,0.147578021,0.992187753,0.950976188,0.127969654,0.124368066,0.713610507,0.603134118,0.501374677,2,0,2,2,1,1,1.333333333,1.912177456,1.738524219,2
30,BANKBARODA,Bank of Baroda Ltd," Avg Price return has been average, nothing exciting", Avg Can be considered moderately valued vs the market, Avg Financials growth has been moderate for a few years, High Showing good signs of profitability & efficiency, Good The stock is underpriced and is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 10.87%, vs industry avg of 8.25%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 9.14% to 10.05%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 34.03%, vs industry avg of 69.66%",0.210467407,0.321264566,0.874856591,0.759732858,0.28073429,0.375550345,1.321283452,1.049592992,0.252312223,0.225456184,0.98072452,1.015431272,0.242237676,0.207358047,0.811577913,0.680614472,0.500227595,2,1,2,2,1,1,1.5,1.90305652,1.782139564,2
31,BAJFINANCE,Bajaj Finance Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth," Avg Average profitability - not good, not bad",BadThe stock is overpriced and in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 25.93%, vs industry avg of 13.3%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 13.28% to 22.53%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 30.79%, vs industry avg of 18.24%",0.064047928,0.392940214,0.959485183,0.867231228,0.081322612,0.494889639,1.397869509,1.197873885,0.073366036,0.199199154,1.042252501,1.007791452,0.087314682,0.183499478,0.793107844,0.671635339,0.528285569,0,0,1,2,1,0,0.666666667,1.648978086,1.35428466,2
32,BAJAJHLDNG,Bajaj Holdings and Investment Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Good The stock is underpriced and is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 38.8%, vs industry avg of 4.97%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 6.76% to 25.88%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 10.4%, vs industry avg of 16.42%",0.011281604,0.33431889,0.931812285,0.797734594,0.010767241,0.423658223,1.357743961,1.128405154,0.008558571,0.152403164,1.025757623,0.963133509,0.012087518,0.097313788,0.72627172,0.57770291,0.508812498,2,0,2,2,1,0,1.166666667,0.99441678,1.046091746,1
33,BEL,Bharat Electronics Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency,BadThe stock is overpriced and in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 11.44%, vs industry avg of 9.08%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 60.33% to 61.23%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 9.5%, vs industry avg of 17.15%",0.04236525,0.330750074,0.897843329,0.785224396,0.040273735,0.415498995,1.33711112,1.113929447,0.037939662,0.143842971,0.99253415,0.94660711,0.043048892,0.086845319,0.689019274,0.55884374,0.520984305,0,0,2,2,1,0,0.833333333,0.99441678,0.946091746,0
34,BRITANNIA,Britannia Industries Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency,BadThe stock is overpriced and in the overbought zone, Low No red flag found,"Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 9.3%, vs industry avg of 12.59%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 13.02% to 12.68%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 11.51%, vs industry avg of 10.12%",0.038986183,0.311325602,0.876582255,0.76535307,0.036613212,0.402955026,1.32967118,1.102940132,0.035709173,0.134247506,0.987499076,0.938019183,0.039625257,0.069194581,0.669366748,0.539481794,0.538691235,0,0,2,2,1,0,0.833333333,0.99441678,0.946091746,0
35,BIOCON,Biocon Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 15.62%, vs industry avg of 18.08%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 84.19% to 75.75%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 1.16%, vs industry avg of 26.77%",0.020267683,0.307503998,0.869162161,0.752580742,0.020124123,0.397901636,1.31811209,1.091531416,0.018522655,0.116001347,0.963433379,0.909018156,0.023171482,0.06064666,0.649660935,0.519989571,0.551418375,1,0,2,2,0,0,0.833333333,1.770333484,1.489233439,2
36,BHEL,Bharat Heavy Electricals Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is not in the overbought zone, Low No red flag found,"Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of -5.86%, vs industry avg of -2.27%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 50.36% to 37.94%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of -0.5%, vs industry avg of 38.99%",0.107678753,0.325377304,0.872079683,0.767011535,0.067969569,0.375442741,1.279002862,1.059555298,0.047807165,0.032439494,0.889792215,0.815478406,0.05965152,0.050966744,0.645110758,0.510865923,0.549925349,1,0,2,2,1,0,1,0.99441678,0.996091746,1
37,BOSCHLTD,Bosch Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 1.42%, vs industry avg of 7.63%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 6.66% to 5.15%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of -6.88%, vs industry avg of -1.9%",0.043915679,0.326500331,0.889421104,0.778532798,0.032217582,0.390813112,1.316368768,1.088042772,0.026518872,0.098908466,0.95789574,0.898941377,0.033605783,0.060465982,0.662474817,0.529187256,0.529842322,1,0,2,2,0,0,0.833333333,0.99441678,0.946091746,0
38,BHARTIARTL,Bharti Airtel Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 4.14%, vs industry avg of 1.37%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 58.61% to 67.06%",0.298582304,0.83810387,0.8546681,0.684526171,0.28150934,0.334305107,0.736450176,0.322702183,0.317245124,0.844899941,0.624448512,0.818776425,0.336804019,0.984327689,0.73075107,0.724659425,0.546566039,1,0,2,2,1,0,1,1.615244035,1.430670825,2
39,CANBK,Canara Bank Ltd," Avg Price return has been average, nothing exciting", Avg Can be considered moderately valued vs the market, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Good The stock is underpriced and is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 13.84%, vs industry avg of 8.25%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 8.6% to 10.79%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 35.15%, vs industry avg of 69.66%",0.20030625,0.243912913,0.860291492,0.67575924,0.189727047,0.350010135,1.269810593,1.04474719,0.263045423,0.169504036,1.009493033,0.965456143,0.260110738,0.184995586,0.772795625,0.665250173,0.499053203,2,0,2,2,1,1,1.333333333,0.99441678,1.096091746,1
40,BPCL,Bharat Petroleum Corporation Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is not in the overbought zone, Low No red flag found,"Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 11.51%, vs industry avg of 13.26%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 17.84% to 16.51%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 6.02%, vs industry avg of 8.9%",1.042760924,0.611919813,1.070786882,1.02257427,0.887336241,0.54079939,1.358863079,1.134261154,0.673789153,0.611229213,1.293859648,1.337528381,0.97063334,0.400747824,0.897734018,0.787904724,0.527147591,1,0,2,2,0,0,0.833333333,1.987978472,1.64158493,2
41,ZYDUSLIFE,Zydus Lifesciences Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 13.43%, vs industry avg of 7.66%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 4.92% to 5.97%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 24.71%, vs industry avg of 4.09%",0.046275736,0.334320379,0.896744142,0.779537438,0.044280221,0.410090096,1.325678849,1.096893495,0.038552753,0.140514524,0.993276643,0.934360534,0.04925406,0.122795399,0.735976454,0.592971281,0.519700666,1,0,2,2,1,0,1,0.99441678,0.996091746,1
42,CGPOWER,CG Power and Industrial Solutions Ltd, High The creamy layer - amongst the top performing stocks, High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 2.09%, vs industry avg of -2.27%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 9.62% to 10.87%",0.027924556,0.278637763,0.827977747,0.713562588,0.016492757,0.353973469,1.281517344,1.046594109,0.012024661,0.114712598,0.975316272,0.91622915,0.017085888,0.050744111,0.655599975,0.520920196,0.54833218,1,0,2,2,2,0,1.166666667,0.99441678,1.046091746,1
43,CIPLA,Cipla Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 8.56%, vs industry avg of 7.66%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 7.56% to 7.37%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 20.12%, vs industry avg of 4.09%",0.058296826,0.341760315,0.887357206,0.772540522,0.053862989,0.427048002,1.332212685,1.108726463,0.052713969,0.165765828,0.999087843,0.953592661,0.060833178,0.10331537,0.69166974,0.564664017,0.519718874,1,0,2,2,1,0,1,0.99441678,0.996091746,1
44,COALINDIA,Coal India Ltd, Low Hasn't faired well - amongst the low performers, Avg Can be considered moderately valued vs the market, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Good The stock is underpriced and is not in the overbought zone, Low No red flag found,"Matching Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 6.36%, vs industry avg of 6.36%Constant Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share stayed at 100%Matching Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 13.34%, vs industry avg of 13.34%",0.364975022,0.849328739,1.353206782,1.351022395,0.315991017,0.835357709,1.600116751,1.488147102,0.264267308,0.497493908,1.219629803,1.248819428,0.313539594,0.469799394,1.025369195,0.922800845,0.498780088,2,0,2,2,0,1,1.166666667,1.871636236,1.660145365,2
45,COROMANDEL,Coromandel International Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Avg Financials growth has been moderate for a few years, High Showing good signs of profitability & efficiency, Good The stock is underpriced and is not in the overbought zone, Low No red flag found,"Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 13.81%, vs industry avg of 13.85%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 10.58% to 10.11%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 26.23%, vs industry avg of 22.53%",0.045914924,0.302357397,0.863759192,0.74975574,0.04061412,0.397379465,1.323708383,1.094867724,0.038021502,0.120167714,0.976043556,0.9234243,0.053146632,0.067276175,0.669448592,0.538973145,0.506955318,2,1,2,2,1,0,1.333333333,0.685411532,0.879788072,0
46,COFORGE,Coforge Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Avg Financials growth has been moderate for a few years, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 18.04%, vs industry avg of 9.9%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 0.72% to 1.05%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 21.48%, vs industry avg of 9.03%",0.012912283,0.288196799,0.854486852,0.737511136,0.013103765,0.380898519,1.312739055,1.08129598,0.010797341,0.096555825,0.957330194,0.899561147,0.017892655,0.049756965,0.649959978,0.517825409,0.529642038,1,1,2,2,1,0,1.166666667,0.99441678,1.046091746,1
47,COLPAL,Colgate-Palmolive (India) Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Avg Financials growth has been moderate for a few years, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 4.97%, vs industry avg of 7.56%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 11.36% to 10.05%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 13.31%, vs industry avg of 8.06%",0.015684977,0.299511019,0.865369091,0.750909575,0.014098413,0.388689557,1.319317755,1.08905921,0.011298655,0.110416706,0.969750571,0.91468474,0.014145789,0.056471154,0.659327445,0.527569652,0.532546156,1,1,2,2,1,0,1.166666667,0.99441678,1.046091746,1
48,CONCOR,Container Corporation of India Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Avg Financials growth has been moderate for a few years, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 4.81%, vs industry avg of 10.37%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 16.02% to 11.16%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 4.24%, vs industry avg of 31.3%",0.025705126,0.315364068,0.878635921,0.763708924,0.021346506,0.386749847,1.312024064,1.080401549,0.016862031,0.105408332,0.958394021,0.901115185,0.02219086,0.063002062,0.658805806,0.527310878,0.52650122,1,1,2,2,1,0,1.166666667,0.99441678,1.046091746,1
49,CHOLAFIN,Cholamandalam Investment and Finance Company Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth," Avg Average profitability - not good, not bad", Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 16.85%, vs industry avg of 13.3%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 6.24% to 7.29%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 24.52%, vs industry avg of 18.24%",0.024610887,0.310387792,0.877720615,0.766821924,0.026853009,0.396172797,1.32350844,1.098502119,0.024867042,0.121756583,0.980150405,0.928678305,0.02823564,0.078153008,0.683502491,0.554240626,0.523933943,1,0,1,2,1,0,0.833333333,0.99441678,0.946091746,0
50,DABUR,Dabur India Ltd," Avg Price return has been average, nothing exciting", High Seems to be overvalued vs the market average, Low Lagging behind the market in financials growth, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 7.35%, vs industry avg of 7.56%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 22.33% to 22.13%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 6.37%, vs industry avg of 8.06%",0.030507705,0.311743503,0.884861527,0.764358592,0.027707669,0.401146943,1.330418848,1.100918347,0.025570538,0.125041359,0.983844449,0.92884117,0.031133297,0.071292439,0.674187412,0.542869525,0.545983395,1,0,2,2,1,0,1,1.939339067,1.657537347,2
51,DALBHARAT,Dalmia Bharat Ltd, Low Hasn't faired well - amongst the low performers, High Seems to be overvalued vs the market average, Avg Financials growth has been moderate for a few years, High Showing good signs of profitability & efficiency,BadThe stock is overpriced and in the overbought zone, Low No red flag found,"Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 8.19%, vs industry avg of 13.46%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 4.58% to 4.17%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 91.86%, vs industry avg of 19.17%",0.033647338,0.31575777,0.851700882,0.732351673,0.030484838,0.406191323,1.308853232,1.077164372,0.026720343,0.135969059,0.972655635,0.914921014,0.031671859,0.071779811,0.660804223,0.523031143,0.530652562,0,1,2,2,0,0,0.833333333,0.99441678,0.946091746,0
52,DEEPAKNTR,Deepak Nitrite Ltd, High The creamy layer - amongst the top performing stocks, High Seems to be overvalued vs the market average, Avg Financials growth has been moderate for a few years, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Higher than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 36.36%, vs industry avg of 14.42%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 2.29% to 5.45%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 61.76%, vs industry avg of 24.4%",0.009399513,0.283281021,0.847773628,0.730711453,0.013144787,0.385573042,1.315689279,1.084952731,0.009903444,0.105430818,0.964189796,0.908497068,0.018888868,0.05733351,0.659064827,0.528022418,0.525290412,1,1,2,2,2,0,1.333333333,2,1.8,2
53,CUMMINSIND,Cummins India Ltd, High The creamy layer - amongst the top performing stocks, High Seems to be overvalued vs the market average, Avg Financials growth has been moderate for a few years, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 4.81%, vs industry avg of 9.13%Decreasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share decreased from 9.6% to 7.62%Lower than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 4.87%, vs industry avg of 17.99%",0.020858719,0.297510866,0.864406133,0.749208615,0.017170875,0.383654185,1.31735983,1.084971448,0.010944119,0.099805108,0.961173979,0.904150253,0.018317136,0.052835539,0.656076645,0.523974048,0.531380867,1,1,2,2,2,0,1.333333333,0.99441678,1.096091746,1
54,CROMPTON,Crompton Greaves Consumer Electricals Ltd, High The creamy layer - amongst the top performing stocks, High Seems to be overvalued vs the market average, Avg Financials growth has been moderate for a few years, High Showing good signs of profitability & efficiency, Avg The stock is overpriced but is not in the overbought zone, Low No red flag found,"Lower than Industry Revenue GrowthA higher-than-industry revenue growth represents increased potential for the company to increase their market shareOver the last 5 years, revenue has grown at a yearly rate of 6.88%, vs industry avg of 10.94%Increasing Market ShareMarket share is the percentage of an industry's total sales going to a particular company. It gives a general idea of the size of a company v/s its competitorsOver the last 5 years, market share increased from 6.99% to 8.62%Higher than Industry Net IncomeNet income is equal to net earnings (profit) less expenses. This number is an important measure of how profitable the company isOver the last 5 years, net income has grown at a yearly rate of 15.35%, vs industry avg of 10.08%",0.015672272,0.287004154,0.854431015,0.737452013,0.014113793,0.378800656,1.313664411,1.081214353,0.011320538,0.096595408,0.960780239,0.902117046,0.015086038,0.04478724,0.648086574,0.51586841,0.528850005,1,1,2,2,2,0,1.333333333,0.99441678,1.096091746,1
